timestamp,origin_lat,origin_lon,destination_lat,destination_lon,trip_distance,eta_prediction,time_of_prediction,model_used
2024-08-09T00:00:00Z,-1.1279097306962256,36.80540084838868,-1.2069463347620175,36.9096888,20965.2,2047.6016845703125,2024-08-10 01:00:43.485801,XGBRegressor
2024-08-09T00:00:00Z,-1.175458799728333,36.79922103881837,-1.2069463347620175,36.9096888,19400.4,1858.7974853515625,2024-08-10 01:00:46.329734,XGBRegressor
2024-08-09T00:00:00Z,-1.175458799728333,36.79922103881837,-1.2069463347620175,36.9096888,19471,1858.7974853515625,2024-08-10 01:55:05.959182,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 02:00:17.240709,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 02:03:16.059912,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 02:17:31.852145,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 02:25:57.372842,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 02:34:44.333119,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:46:55.522587,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:48:40.898553,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:52:47.021149,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:53:40.181433,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:54:08.818077,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:54:39.964806,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:55:00.750310,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:55:24.277585,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:55:52.640168,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:56:41.120565,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:57:14.606174,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:57:49.061144,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:58:24.264051,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 04:59:37.341599,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:07:45.067268,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:11:13.945531,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:11:45.784325,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:11:47.969325,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:12:44.455092,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:14:02.068273,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:14:50.067799,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:15:53.882264,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:17:08.471432,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:17:43.487345,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:23:20.508611,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:24:06.444294,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:25:10.527673,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:33:26.824242,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:34:22.390386,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:34:48.686001,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:37:05.399326,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:37:27.662683,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:38:10.579333,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:38:58.529622,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:39:55.802412,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:52:19.046686,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:53:13.462921,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:53:54.617689,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:55:02.187459,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:56:36.306680,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:57:27.182927,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:57:48.751982,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 05:58:48.270546,XGBRegressor
2024-08-10T00:00:00Z,-1.2801440285719086,36.684894561767585,-1.2739575,36.8118501,19549.8,1649.6002197265625,2024-08-10 05:59:30.414458,XGBRegressor
2024-08-10T00:00:00Z,-1.2801440285719086,36.684894561767585,-1.2638402163901739,36.80866241455079,18955.2,1827.345703125,2024-08-10 05:59:34.704826,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:21:32.986965,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:27:10.609698,XGBRegressor
2024-08-10T00:00:00Z,-1.2902741129989992,36.6830062866211,-1.2739575,36.8118501,28070.1,2311.299072265625,2024-08-10 06:27:18.727525,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:27:36.471580,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:29:22.494797,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:29:24.724339,XGBRegressor
2024-08-10T00:00:00Z,-1.2935336819505119,36.68455123901368,-1.2739575,36.8118501,28781.6,2289.66650390625,2024-08-10 06:29:48.348109,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:30:47.689166,XGBRegressor
2024-08-10T00:00:00Z,-1.293019013446838,36.69210433959962,-1.2739575,36.8118501,21425.5,1620.2279052734375,2024-08-10 06:30:55.372282,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:31:36.831780,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:32:09.052084,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:53:19.819876,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:54:33.780416,XGBRegressor
2024-08-10T00:00:00Z,-1.2127270365248108,36.71356201171876,-1.2739575,36.8118501,16163.8,1582.31396484375,2024-08-10 06:54:49.923960,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:54:52.274297,XGBRegressor
2024-08-10T00:00:00Z,-1.2377755661610916,36.70480728149415,-1.2739575,36.8118501,15709.4,1560.776611328125,2024-08-10 06:55:05.758887,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:55:07.944834,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:55:34.274873,XGBRegressor
2024-08-10T00:00:00Z,-1.257333842852575,36.72248840332032,-1.2739575,36.8118501,11829.1,1272.27685546875,2024-08-10 06:55:44.443979,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:55:46.412234,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:57:57.635813,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:58:24.994561,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:59:09.230782,XGBRegressor
2024-08-10T00:00:00Z,-1.2183887109319589,36.725578308105476,-1.2739575,36.8118501,14659.1,1666.1309814453125,2024-08-10 06:59:26.563158,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 06:59:28.209229,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 07:20:24.741010,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:25:32.067787,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:27:50.566361,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:29:35.751549,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:29:58.189047,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:38:10.125708,XGBRegressor
2024-08-10T00:00:00Z,-1.2573318688925188,36.73278808593751,-1.2739575,36.8118501,12705.4,1684.4033203125,2024-08-10 08:38:49.128323,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:43:14.299165,XGBRegressor
2024-08-10T00:00:00Z,-1.2279931353600209,36.698627471923835,-1.2739575,36.8118501,16062.3,1561.5941162109375,2024-08-10 08:43:36.643750,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:48:01.141625,XGBRegressor
2024-08-10T00:00:00Z,-1.2032865833452848,36.759567260742195,-1.2739575,36.8118501,13725.1,1796.5091552734375,2024-08-10 08:48:08.710935,XGBRegressor
2024-08-10T00:00:00Z,-1.200426822924041,36.79012298583985,-1.2739575,36.8118501,13240.0,2102.8544921875,2024-08-10 08:48:24.408470,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:52:01.144916,XGBRegressor
2024-08-10T00:00:00Z,-1.2050023234074223,36.784801483154304,-1.2739575,36.8118501,12320.7,1765.6004638671875,2024-08-10 08:52:06.139682,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:56:42.125278,XGBRegressor
2024-08-10T00:00:00Z,-1.2056886191297886,36.82737350463868,-1.2739575,36.8118501,15347.4,1848.7464599609375,2024-08-10 08:56:46.990389,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 08:57:19.686314,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:00:52.801043,XGBRegressor
2024-08-10T00:00:00Z,-1.207232783872329,36.79681777954102,-1.2739575,36.8118501,18120.3,2039.7274169921875,2024-08-10 09:00:57.623056,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:03:00.427472,XGBRegressor
2024-08-10T00:00:00Z,-1.2176987661768903,36.76815032958985,-1.2739575,36.8118501,11947.2,1457.3206787109375,2024-08-10 09:03:08.395018,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:05:39.152886,XGBRegressor
2024-08-10T00:00:00Z,-1.2075759314738517,36.77209854125977,-1.2739575,36.8118501,13126.2,1555.254638671875,2024-08-10 09:05:43.600664,XGBRegressor
2024-08-10T00:00:00Z,-1.200084910976205,36.82333946228028,-1.2739575,36.8118501,16497.7,1912.3221435546875,2024-08-10 09:05:54.353503,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:13:41.058284,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:13:42.784383,XGBRegressor
2024-08-10T00:00:00Z,-1.2128947137499875,36.82239532470704,-1.2739575,36.8118501,15442.9,1848.7464599609375,2024-08-10 09:13:47.591045,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:15:59.776790,XGBRegressor
2024-08-10T00:00:00Z,-1.2132378606351348,36.83063507080079,-1.2739575,36.8118501,14198.7,2032.469482421875,2024-08-10 09:16:03.594644,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:16:32.139825,XGBRegressor
2024-08-10T00:00:00Z,-1.2127231402910912,36.81329727172852,-1.2739575,36.8118501,16359.7,1978.087158203125,2024-08-10 09:16:36.234624,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:28:42.621709,XGBRegressor
2024-08-10T00:00:00Z,-1.2170124734964574,36.77673339843751,-1.2739575,36.8118501,10882.8,1428.6334228515625,2024-08-10 09:28:48.346174,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:29:19.811754,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.81185,30275.7,2248.195556640625,2024-08-10 09:29:54.365828,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.9096888,33237.6,2338.11279296875,2024-08-10 09:31:12.501940,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-0.8995204,36.9096888,92475.0,2972.66845703125,2024-08-10 09:31:14.928219,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:31:27.332167,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:31:35.315324,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30271,2248.195556640625,2024-08-10 09:31:39.251510,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30261,2248.195556640625,2024-08-10 09:31:40.699399,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:31:42.211939,XGBRegressor
2024-08-10T00:00:00Z,7.447112616557192,35.59570312500001,-1.2739575,36.8118501,1446155.4,4159.216796875,2024-08-10 09:31:53.210885,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:32:13.722519,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:34:54.232422,XGBRegressor
2024-08-10T00:00:00Z,-1.2664250939961246,36.69021606445313,-1.2739575,36.8118501,15881.6,1728.9835205078125,2024-08-10 09:34:59.097832,XGBRegressor
2024-08-10T00:00:00Z,-1.1880058644837717,36.70274734497071,-1.2739575,36.8118501,23382.1,1923.9996337890625,2024-08-10 09:35:03.057558,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:39:54.098035,XGBRegressor
2024-08-10T00:00:00Z,-1.2082622265468632,36.79681777954102,-1.2739575,36.8118501,14046.7,2127.74267578125,2024-08-10 09:40:00.292722,XGBRegressor
2024-08-10T00:00:00Z,-1.2027445085810615,36.842737197875984,-1.2739575,36.8118501,16576.0,1912.7987060546875,2024-08-10 09:40:03.574686,XGBRegressor
2024-08-10T00:00:00Z,0.15456,37.908383,-1.2739575,36.8118501,265314.5,4090.07470703125,2024-08-10 09:40:12.373199,XGBRegressor
2024-08-10T00:00:00Z,-1.3032036,36.6825914,-1.2739575,36.8118501,30275.7,2248.195556640625,2024-08-10 09:40:18.507326,XGBRegressor
